instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group
16262,2012-11-15,Winter,2012,Nov,7,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,0.65,0.194,7,403,410,Morning Peak
16263,2012-11-15,Winter,2012,Nov,8,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,0.61,0.2239,21,625,646,Morning Peak
16264,2012-11-15,Winter,2012,Nov,9,No,Thu,Yes,Mist/Cloudy,0.32,0.3182,0.61,0.194,17,306,323,Morning Peak
16265,2012-11-15,Winter,2012,Nov,10,No,Thu,Yes,Mist/Cloudy,0.32,0.3333,0.66,0.1343,11,142,153,Afternoon
16266,2012-11-15,Winter,2012,Nov,11,No,Thu,Yes,Mist/Cloudy,0.34,0.3333,0.61,0.1343,28,138,166,Afternoon
16267,2012-11-15,Winter,2012,Nov,12,No,Thu,Yes,Mist/Cloudy,0.36,0.3636,0.62,0.1045,29,184,213,Afternoon
16268,2012-11-15,Winter,2012,Nov,13,No,Thu,Yes,Mist/Cloudy,0.38,0.3939,0.54,0.1045,20,197,217,Afternoon
16269,2012-11-15,Winter,2012,Nov,14,No,Thu,Yes,Mist/Cloudy,0.38,0.3939,0.54,0.1642,27,174,201,Afternoon
16270,2012-11-15,Winter,2012,Nov,15,No,Thu,Yes,Mist/Cloudy,0.38,0.3939,0.58,0.1642,26,191,217,Afternoon
16271,2012-11-15,Winter,2012,Nov,16,No,Thu,Yes,Mist/Cloudy,0.36,0.3485,0.57,0.194,24,318,342,Evening Peak
16272,2012-11-15,Winter,2012,Nov,17,No,Thu,Yes,Mist/Cloudy,0.36,0.3485,0.57,0.2239,22,541,563,Evening Peak
16273,2012-11-15,Winter,2012,Nov,18,No,Thu,Yes,Mist/Cloudy,0.36,0.3485,0.57,0.194,10,563,573,Evening Peak
16274,2012-11-15,Winter,2012,Nov,19,No,Thu,Yes,Mist/Cloudy,0.34,0.3333,0.61,0.1343,11,375,386,Evening Peak
16275,2012-11-15,Winter,2012,Nov,20,No,Thu,Yes,Clear,0.34,0.3485,0.61,0.1045,23,262,285,Off Hours
16276,2012-11-15,Winter,2012,Nov,21,No,Thu,Yes,Mist/Cloudy,0.32,0.3333,0.66,0.1045,20,204,224,Off Hours
16277,2012-11-15,Winter,2012,Nov,22,No,Thu,Yes,Mist/Cloudy,0.32,0.3182,0.66,0.1642,10,143,153,Off Hours
16278,2012-11-15,Winter,2012,Nov,23,No,Thu,Yes,Mist/Cloudy,0.32,0.3182,0.61,0.1642,7,118,125,Off Hours
16279,2012-11-16,Winter,2012,Nov,0,No,Fri,Yes,Mist/Cloudy,0.32,0.3333,0.66,0.1045,7,58,65,Off Hours
16280,2012-11-16,Winter,2012,Nov,1,No,Fri,Yes,Mist/Cloudy,0.3,0.3182,0.65,0.0896,5,16,21,Off Hours
16281,2012-11-16,Winter,2012,Nov,2,No,Fri,Yes,Mist/Cloudy,0.3,0.303,0.7,0.1642,0,9,9,Off Hours
16282,2012-11-16,Winter,2012,Nov,3,No,Fri,Yes,Mist/Cloudy,0.3,0.303,0.65,0.1343,0,6,6,Off Hours
16283,2012-11-16,Winter,2012,Nov,4,No,Fri,Yes,Mist/Cloudy,0.3,0.3182,0.65,0.1045,0,5,5,Off Hours
16284,2012-11-16,Winter,2012,Nov,5,No,Fri,Yes,Mist/Cloudy,0.3,0.3182,0.65,0.0896,2,34,36,Off Hours
16285,2012-11-16,Winter,2012,Nov,6,No,Fri,Yes,Mist/Cloudy,0.3,0.3182,0.61,0.0896,4,126,130,Morning Peak
16286,2012-11-16,Winter,2012,Nov,7,No,Fri,Yes,Mist/Cloudy,0.3,0.303,0.61,0.1642,5,362,367,Morning Peak
16287,2012-11-16,Winter,2012,Nov,8,No,Fri,Yes,Mist/Cloudy,0.32,0.3333,0.57,0.1343,17,694,711,Morning Peak
16288,2012-11-16,Winter,2012,Nov,9,No,Fri,Yes,Clear,0.34,0.3485,0.53,0.1045,21,330,351,Morning Peak
16289,2012-11-16,Winter,2012,Nov,10,No,Fri,Yes,Clear,0.34,0.3333,0.53,0.194,33,165,198,Afternoon
16290,2012-11-16,Winter,2012,Nov,11,No,Fri,Yes,Clear,0.38,0.3939,0.43,0.2239,33,185,218,Afternoon
16291,2012-11-16,Winter,2012,Nov,12,No,Fri,Yes,Clear,0.4,0.4091,0.43,0.2836,28,262,290,Afternoon
16292,2012-11-16,Winter,2012,Nov,13,No,Fri,Yes,Clear,0.42,0.4242,0.38,0.194,52,226,278,Afternoon
16293,2012-11-16,Winter,2012,Nov,14,No,Fri,Yes,Clear,0.42,0.4242,0.35,0.1045,47,204,251,Afternoon
16294,2012-11-16,Winter,2012,Nov,15,No,Fri,Yes,Clear,0.42,0.4242,0.38,0.1343,30,237,267,Afternoon
16295,2012-11-16,Winter,2012,Nov,16,No,Fri,Yes,Clear,0.42,0.4242,0.35,0.2836,33,350,383,Evening Peak
16296,2012-11-16,Winter,2012,Nov,17,No,Fri,Yes,Clear,0.36,0.3485,0.46,0.194,41,539,580,Evening Peak
16297,2012-11-16,Winter,2012,Nov,18,No,Fri,Yes,Clear,0.34,0.3333,0.53,0.1642,22,483,505,Evening Peak
16298,2012-11-16,Winter,2012,Nov,19,No,Fri,Yes,Clear,0.36,0.3485,0.46,0.2239,26,306,332,Evening Peak
16299,2012-11-16,Winter,2012,Nov,20,No,Fri,Yes,Clear,0.36,0.3333,0.46,0.2537,20,207,227,Off Hours
16300,2012-11-16,Winter,2012,Nov,21,No,Fri,Yes,Clear,0.34,0.3333,0.49,0.194,21,157,178,Off Hours
16301,2012-11-16,Winter,2012,Nov,22,No,Fri,Yes,Clear,0.32,0.303,0.53,0.2537,23,139,162,Off Hours
16302,2012-11-16,Winter,2012,Nov,23,No,Fri,Yes,Clear,0.32,0.303,0.53,0.2239,14,114,128,Off Hours
16303,2012-11-17,Winter,2012,Nov,0,No,Sat,No,Clear,0.3,0.303,0.52,0.1642,11,95,106,Off Hours
16304,2012-11-17,Winter,2012,Nov,1,No,Sat,No,Clear,0.26,0.2576,0.6,0.194,13,74,87,Off Hours
16305,2012-11-17,Winter,2012,Nov,2,No,Sat,No,Clear,0.26,0.2576,0.65,0.194,8,41,49,Off Hours
16306,2012-11-17,Winter,2012,Nov,3,No,Sat,No,Clear,0.26,0.2576,0.65,0.194,2,19,21,Off Hours
16307,2012-11-17,Winter,2012,Nov,4,No,Sat,No,Clear,0.24,0.2273,0.7,0.194,1,6,7,Off Hours
16308,2012-11-17,Winter,2012,Nov,5,No,Sat,No,Clear,0.24,0.2424,0.7,0.1642,1,10,11,Off Hours
16309,2012-11-17,Winter,2012,Nov,6,No,Sat,No,Clear,0.24,0.2273,0.7,0.2239,0,21,21,Morning Peak
16310,2012-11-17,Winter,2012,Nov,7,No,Sat,No,Clear,0.24,0.2273,0.7,0.194,8,70,78,Morning Peak
16311,2012-11-17,Winter,2012,Nov,8,No,Sat,No,Clear,0.26,0.2576,0.65,0.2239,30,138,168,Morning Peak
16312,2012-11-17,Winter,2012,Nov,9,No,Sat,No,Clear,0.34,0.3182,0.49,0.2239,48,200,248,Morning Peak
16313,2012-11-17,Winter,2012,Nov,10,No,Sat,No,Clear,0.36,0.3333,0.46,0.2537,62,258,320,Afternoon
16314,2012-11-17,Winter,2012,Nov,11,No,Sat,No,Clear,0.38,0.3939,0.43,0.194,80,343,423,Afternoon
16315,2012-11-17,Winter,2012,Nov,12,No,Sat,No,Clear,0.4,0.4091,0.4,0.1642,117,359,476,Afternoon
16316,2012-11-17,Winter,2012,Nov,13,No,Sat,No,Clear,0.42,0.4242,0.38,0.2537,179,346,525,Afternoon
16317,2012-11-17,Winter,2012,Nov,14,No,Sat,No,Clear,0.42,0.4242,0.38,0.194,175,380,555,Afternoon
16318,2012-11-17,Winter,2012,Nov,15,No,Sat,No,Clear,0.42,0.4242,0.35,0.2985,175,374,549,Afternoon
16319,2012-11-17,Winter,2012,Nov,16,No,Sat,No,Clear,0.4,0.4091,0.4,0.2239,144,325,469,Evening Peak
16320,2012-11-17,Winter,2012,Nov,17,No,Sat,No,Clear,0.38,0.3939,0.4,0.1642,101,302,403,Evening Peak
16321,2012-11-17,Winter,2012,Nov,18,No,Sat,No,Clear,0.36,0.3636,0.5,0.1045,34,237,271,Evening Peak
16322,2012-11-17,Winter,2012,Nov,19,No,Sat,No,Clear,0.34,0.3485,0.53,0.0896,45,208,253,Evening Peak
16323,2012-11-17,Winter,2012,Nov,20,No,Sat,No,Mist/Cloudy,0.34,0.3485,0.66,0.0896,30,142,172,Off Hours
16324,2012-11-17,Winter,2012,Nov,21,No,Sat,No,Mist/Cloudy,0.32,0.3333,0.57,0.1045,15,124,139,Off Hours
16325,2012-11-17,Winter,2012,Nov,22,No,Sat,No,Mist/Cloudy,0.32,0.3333,0.57,0.1045,15,130,145,Off Hours
16326,2012-11-17,Winter,2012,Nov,23,No,Sat,No,Mist/Cloudy,0.3,0.3182,0.7,0.1045,19,114,133,Off Hours
16327,2012-11-18,Winter,2012,Nov,0,No,Sun,No,Mist/Cloudy,0.3,0.303,0.7,0.1642,11,118,129,Off Hours
16328,2012-11-18,Winter,2012,Nov,1,No,Sun,No,Clear,0.3,0.2879,0.7,0.194,14,81,95,Off Hours
16329,2012-11-18,Winter,2012,Nov,2,No,Sun,No,Clear,0.28,0.2879,0.81,0.1045,8,65,73,Off Hours
16330,2012-11-18,Winter,2012,Nov,3,No,Sun,No,Mist/Cloudy,0.3,0.303,0.81,0.1642,9,37,46,Off Hours
16331,2012-11-18,Winter,2012,Nov,4,No,Sun,No,Mist/Cloudy,0.3,0.2879,0.81,0.194,4,8,12,Off Hours
16332,2012-11-18,Winter,2012,Nov,5,No,Sun,No,Clear,0.28,0.2879,0.81,0.1343,5,7,12,Off Hours
16333,2012-11-18,Winter,2012,Nov,6,No,Sun,No,Clear,0.28,0.2727,0.81,0.1642,2,13,15,Morning Peak
16334,2012-11-18,Winter,2012,Nov,7,No,Sun,No,Clear,0.28,0.2727,0.81,0.194,3,39,42,Morning Peak
16335,2012-11-18,Winter,2012,Nov,8,No,Sun,No,Clear,0.3,0.2879,0.75,0.2537,19,100,119,Morning Peak
16336,2012-11-18,Winter,2012,Nov,9,No,Sun,No,Clear,0.32,0.303,0.7,0.2537,49,155,204,Morning Peak
16337,2012-11-18,Winter,2012,Nov,10,No,Sun,No,Clear,0.34,0.303,0.66,0.2985,79,250,329,Afternoon
16338,2012-11-18,Winter,2012,Nov,11,No,Sun,No,Clear,0.38,0.3939,0.62,0.2836,92,267,359,Afternoon
16339,2012-11-18,Winter,2012,Nov,12,No,Sun,No,Clear,0.4,0.4091,0.62,0.2836,101,341,442,Afternoon
16340,2012-11-18,Winter,2012,Nov,13,No,Sun,No,Clear,0.4,0.4091,0.62,0.3284,113,334,447,Afternoon
16341,2012-11-18,Winter,2012,Nov,14,No,Sun,No,Clear,0.4,0.4091,0.62,0.2985,125,303,428,Afternoon
16342,2012-11-18,Winter,2012,Nov,15,No,Sun,No,Clear,0.42,0.4242,0.54,0.2836,89,318,407,Afternoon
16343,2012-11-18,Winter,2012,Nov,16,No,Sun,No,Mist/Cloudy,0.4,0.4091,0.62,0.3284,59,313,372,Evening Peak
16344,2012-11-18,Winter,2012,Nov,17,No,Sun,No,Mist/Cloudy,0.38,0.3939,0.66,0.2537,48,232,280,Evening Peak
16345,2012-11-18,Winter,2012,Nov,18,No,Sun,No,Clear,0.36,0.3485,0.66,0.2239,36,240,276,Evening Peak
16346,2012-11-18,Winter,2012,Nov,19,No,Sun,No,Clear,0.36,0.3485,0.66,0.1642,16,194,210,Evening Peak
16347,2012-11-18,Winter,2012,Nov,20,No,Sun,No,Clear,0.36,0.3485,0.66,0.1642,9,120,129,Off Hours
16348,2012-11-18,Winter,2012,Nov,21,No,Sun,No,Clear,0.36,0.3333,0.66,0.2537,17,93,110,Off Hours
16349,2012-11-18,Winter,2012,Nov,22,No,Sun,No,Mist/Cloudy,0.36,0.3333,0.66,0.2537,8,66,74,Off Hours
16350,2012-11-18,Winter,2012,Nov,23,No,Sun,No,Clear,0.36,0.3485,0.66,0.2239,6,53,59,Off Hours
16351,2012-11-19,Winter,2012,Nov,0,No,Mon,Yes,Clear,0.36,0.3485,0.66,0.2239,5,22,27,Off Hours
16352,2012-11-19,Winter,2012,Nov,1,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.66,0.2239,0,19,19,Off Hours
16353,2012-11-19,Winter,2012,Nov,2,No,Mon,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2537,0,5,5,Off Hours
16354,2012-11-19,Winter,2012,Nov,3,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.66,0.2239,0,2,2,Off Hours
16355,2012-11-19,Winter,2012,Nov,4,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.66,0.2239,1,11,12,Off Hours
16356,2012-11-19,Winter,2012,Nov,5,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.66,0.2239,1,38,39,Off Hours
16357,2012-11-19,Winter,2012,Nov,6,No,Mon,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2537,3,128,131,Morning Peak
16358,2012-11-19,Winter,2012,Nov,7,No,Mon,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2985,5,381,386,Morning Peak
16359,2012-11-19,Winter,2012,Nov,8,No,Mon,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2985,13,650,663,Morning Peak
16360,2012-11-19,Winter,2012,Nov,9,No,Mon,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2537,18,260,278,Morning Peak
16361,2012-11-19,Winter,2012,Nov,10,No,Mon,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2537,33,106,139,Afternoon
16362,2012-11-19,Winter,2012,Nov,11,No,Mon,Yes,Mist/Cloudy,0.38,0.3939,0.66,0.2537,33,164,197,Afternoon
16363,2012-11-19,Winter,2012,Nov,12,No,Mon,Yes,Mist/Cloudy,0.4,0.4091,0.62,0.2836,35,207,242,Afternoon
16364,2012-11-19,Winter,2012,Nov,13,No,Mon,Yes,Clear,0.44,0.4394,0.54,0.2537,46,205,251,Afternoon
16365,2012-11-19,Winter,2012,Nov,14,No,Mon,Yes,Clear,0.44,0.4394,0.54,0.2537,47,170,217,Afternoon
16366,2012-11-19,Winter,2012,Nov,15,No,Mon,Yes,Clear,0.44,0.4394,0.54,0.194,44,213,257,Afternoon
16367,2012-11-19,Winter,2012,Nov,16,No,Mon,Yes,Clear,0.42,0.4242,0.58,0.2537,55,325,380,Evening Peak
16368,2012-11-19,Winter,2012,Nov,17,No,Mon,Yes,Mist/Cloudy,0.42,0.4242,0.58,0.194,33,586,619,Evening Peak
16369,2012-11-19,Winter,2012,Nov,18,No,Mon,Yes,Mist/Cloudy,0.4,0.4091,0.58,0.2537,21,559,580,Evening Peak
16370,2012-11-19,Winter,2012,Nov,19,No,Mon,Yes,Mist/Cloudy,0.4,0.4091,0.58,0.2836,25,381,406,Evening Peak
16371,2012-11-19,Winter,2012,Nov,20,No,Mon,Yes,Mist/Cloudy,0.38,0.3939,0.62,0.2537,7,252,259,Off Hours
16372,2012-11-19,Winter,2012,Nov,21,No,Mon,Yes,Mist/Cloudy,0.38,0.3939,0.54,0.2239,15,188,203,Off Hours
16373,2012-11-19,Winter,2012,Nov,22,No,Mon,Yes,Clear,0.34,0.3485,0.66,0.1045,7,106,113,Off Hours
16374,2012-11-19,Winter,2012,Nov,23,No,Mon,Yes,Clear,0.34,0.3485,0.66,0.1045,2,72,74,Off Hours
16375,2012-11-20,Winter,2012,Nov,0,No,Tue,Yes,Clear,0.32,0.3333,0.7,0.1343,3,26,29,Off Hours
16376,2012-11-20,Winter,2012,Nov,1,No,Tue,Yes,Clear,0.34,0.3485,0.66,0.1045,3,10,13,Off Hours
16377,2012-11-20,Winter,2012,Nov,2,No,Tue,Yes,Mist/Cloudy,0.32,0.3333,0.76,0.0896,0,5,5,Off Hours
16378,2012-11-20,Winter,2012,Nov,3,No,Tue,Yes,Mist/Cloudy,0.34,0.3485,0.71,0.1045,0,2,2,Off Hours
16379,2012-11-20,Winter,2012,Nov,4,No,Tue,Yes,Mist/Cloudy,0.34,0.3333,0.66,0.194,0,6,6,Off Hours
16380,2012-11-20,Winter,2012,Nov,5,No,Tue,Yes,Mist/Cloudy,0.34,0.3333,0.66,0.1343,2,32,34,Off Hours
16381,2012-11-20,Winter,2012,Nov,6,No,Tue,Yes,Mist/Cloudy,0.34,0.3333,0.71,0.1642,2,146,148,Morning Peak
16382,2012-11-20,Winter,2012,Nov,7,No,Tue,Yes,Clear,0.32,0.3333,0.76,0.0896,7,411,418,Morning Peak
16383,2012-11-20,Winter,2012,Nov,8,No,Tue,Yes,Clear,0.34,0.3333,0.71,0.1343,16,649,665,Morning Peak
16384,2012-11-20,Winter,2012,Nov,9,No,Tue,Yes,Mist/Cloudy,0.36,0.3788,0.71,0.0,28,298,326,Morning Peak
16385,2012-11-20,Winter,2012,Nov,10,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.66,0.0896,32,144,176,Afternoon
16386,2012-11-20,Winter,2012,Nov,11,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.67,0.0896,45,160,205,Afternoon
16387,2012-11-20,Winter,2012,Nov,12,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.67,0.0,70,243,313,Afternoon
16388,2012-11-20,Winter,2012,Nov,13,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.58,0.0,49,218,267,Afternoon
16389,2012-11-20,Winter,2012,Nov,14,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.58,0.1045,47,177,224,Afternoon
16390,2012-11-20,Winter,2012,Nov,15,No,Tue,Yes,Mist/Cloudy,0.46,0.4545,0.55,0.1045,61,226,287,Afternoon
16391,2012-11-20,Winter,2012,Nov,16,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.62,0.0896,60,335,395,Evening Peak
16392,2012-11-20,Winter,2012,Nov,17,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.71,0.1642,37,553,590,Evening Peak
16393,2012-11-20,Winter,2012,Nov,18,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.66,0.0896,16,534,550,Evening Peak
16394,2012-11-20,Winter,2012,Nov,19,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.71,0.0,23,361,384,Evening Peak
16395,2012-11-20,Winter,2012,Nov,20,No,Tue,Yes,Mist/Cloudy,0.38,0.3939,0.76,0.0,11,224,235,Off Hours
16396,2012-11-20,Winter,2012,Nov,21,No,Tue,Yes,Clear,0.36,0.3788,0.71,0.0,14,143,157,Off Hours
16397,2012-11-20,Winter,2012,Nov,22,No,Tue,Yes,Clear,0.36,0.3788,0.71,0.0,7,115,122,Off Hours
16398,2012-11-20,Winter,2012,Nov,23,No,Tue,Yes,Clear,0.32,0.3333,0.81,0.1045,1,82,83,Off Hours
16399,2012-11-21,Winter,2012,Nov,0,No,Wed,Yes,Clear,0.34,0.3636,0.81,0.0,1,25,26,Off Hours
16400,2012-11-21,Winter,2012,Nov,1,No,Wed,Yes,Clear,0.32,0.3333,0.81,0.1045,1,13,14,Off Hours
16401,2012-11-21,Winter,2012,Nov,2,No,Wed,Yes,Clear,0.28,0.2879,0.87,0.1045,2,6,8,Off Hours
16402,2012-11-21,Winter,2012,Nov,3,No,Wed,Yes,Clear,0.28,0.2879,0.87,0.1045,0,2,2,Off Hours
16403,2012-11-21,Winter,2012,Nov,4,No,Wed,Yes,Clear,0.28,0.2879,0.87,0.1045,0,10,10,Off Hours
16404,2012-11-21,Winter,2012,Nov,5,No,Wed,Yes,Clear,0.28,0.2879,0.87,0.1045,1,28,29,Off Hours
16405,2012-11-21,Winter,2012,Nov,6,No,Wed,Yes,Clear,0.28,0.303,0.87,0.0896,2,99,101,Morning Peak
16406,2012-11-21,Winter,2012,Nov,7,No,Wed,Yes,Clear,0.26,0.2879,0.87,0.0896,11,262,273,Morning Peak
16407,2012-11-21,Winter,2012,Nov,8,No,Wed,Yes,Mist/Cloudy,0.28,0.303,0.81,0.0896,12,539,551,Morning Peak
16408,2012-11-21,Winter,2012,Nov,9,No,Wed,Yes,Clear,0.32,0.3333,0.76,0.0896,45,320,365,Morning Peak
16409,2012-11-21,Winter,2012,Nov,10,No,Wed,Yes,Clear,0.36,0.3788,0.62,0.0,22,150,172,Afternoon
16410,2012-11-21,Winter,2012,Nov,11,No,Wed,Yes,Clear,0.4,0.4091,0.5,0.194,43,198,241,Afternoon
16411,2012-11-21,Winter,2012,Nov,12,No,Wed,Yes,Clear,0.44,0.4394,0.41,0.194,74,270,344,Afternoon
16412,2012-11-21,Winter,2012,Nov,13,No,Wed,Yes,Clear,0.44,0.4394,0.35,0.2239,70,295,365,Afternoon
16413,2012-11-21,Winter,2012,Nov,14,No,Wed,Yes,Clear,0.46,0.4545,0.33,0.194,84,329,413,Afternoon
16414,2012-11-21,Winter,2012,Nov,15,No,Wed,Yes,Clear,0.46,0.4545,0.36,0.0896,68,381,449,Afternoon
16415,2012-11-21,Winter,2012,Nov,16,No,Wed,Yes,Clear,0.44,0.4394,0.33,0.1343,59,410,469,Evening Peak
16416,2012-11-21,Winter,2012,Nov,17,No,Wed,Yes,Clear,0.4,0.4091,0.4,0.1642,41,333,374,Evening Peak
16417,2012-11-21,Winter,2012,Nov,18,No,Wed,Yes,Clear,0.42,0.4242,0.38,0.1045,24,287,311,Evening Peak
16418,2012-11-21,Winter,2012,Nov,19,No,Wed,Yes,Clear,0.38,0.3939,0.43,0.194,23,220,243,Evening Peak
16419,2012-11-21,Winter,2012,Nov,20,No,Wed,Yes,Clear,0.34,0.3485,0.61,0.1045,11,125,136,Off Hours
16420,2012-11-21,Winter,2012,Nov,21,No,Wed,Yes,Clear,0.36,0.3788,0.5,0.0,8,97,105,Off Hours
16421,2012-11-21,Winter,2012,Nov,22,No,Wed,Yes,Clear,0.34,0.3636,0.49,0.0,6,82,88,Off Hours
16422,2012-11-21,Winter,2012,Nov,23,No,Wed,Yes,Clear,0.32,0.3485,0.61,0.0,7,50,57,Off Hours
16423,2012-11-22,Winter,2012,Nov,0,Yes,Thu,No,Clear,0.32,0.3333,0.66,0.0896,3,43,46,Off Hours
16424,2012-11-22,Winter,2012,Nov,1,Yes,Thu,No,Clear,0.28,0.303,0.65,0.0896,5,37,42,Off Hours
16425,2012-11-22,Winter,2012,Nov,2,Yes,Thu,No,Clear,0.24,0.2576,0.75,0.0896,3,15,18,Off Hours
16426,2012-11-22,Winter,2012,Nov,3,Yes,Thu,No,Clear,0.24,0.2576,0.75,0.1045,0,6,6,Off Hours
16427,2012-11-22,Winter,2012,Nov,4,Yes,Thu,No,Clear,0.22,0.2273,0.8,0.1343,1,2,3,Off Hours
16428,2012-11-22,Winter,2012,Nov,5,Yes,Thu,No,Clear,0.24,0.2576,0.75,0.1045,2,6,8,Off Hours
16429,2012-11-22,Winter,2012,Nov,6,Yes,Thu,No,Clear,0.26,0.2727,0.7,0.1045,2,15,17,Morning Peak
16430,2012-11-22,Winter,2012,Nov,7,Yes,Thu,No,Clear,0.22,0.2273,0.75,0.1343,7,49,56,Morning Peak
16431,2012-11-22,Winter,2012,Nov,8,Yes,Thu,No,Clear,0.24,0.2424,0.75,0.1343,20,77,97,Morning Peak
16432,2012-11-22,Winter,2012,Nov,9,Yes,Thu,No,Clear,0.3,0.3333,0.65,0.0,25,94,119,Morning Peak
16433,2012-11-22,Winter,2012,Nov,10,Yes,Thu,No,Clear,0.36,0.3636,0.57,0.1045,65,154,219,Afternoon
16434,2012-11-22,Winter,2012,Nov,11,Yes,Thu,No,Clear,0.42,0.4242,0.41,0.0896,89,143,232,Afternoon
16435,2012-11-22,Winter,2012,Nov,12,Yes,Thu,No,Clear,0.44,0.4394,0.35,0.0,117,145,262,Afternoon
16436,2012-11-22,Winter,2012,Nov,13,Yes,Thu,No,Clear,0.46,0.4545,0.31,0.0,125,144,269,Afternoon
16437,2012-11-22,Winter,2012,Nov,14,Yes,Thu,No,Clear,0.48,0.4697,0.29,0.0,125,95,220,Afternoon
16438,2012-11-22,Winter,2012,Nov,15,Yes,Thu,No,Clear,0.48,0.4697,0.29,0.0,132,96,228,Afternoon
16439,2012-11-22,Winter,2012,Nov,16,Yes,Thu,No,Clear,0.46,0.4545,0.33,0.0,101,81,182,Evening Peak
16440,2012-11-22,Winter,2012,Nov,17,Yes,Thu,No,Clear,0.44,0.4394,0.35,0.0,66,43,109,Evening Peak
16441,2012-11-22,Winter,2012,Nov,18,Yes,Thu,No,Clear,0.4,0.4091,0.43,0.0,16,54,70,Evening Peak
16442,2012-11-22,Winter,2012,Nov,19,Yes,Thu,No,Clear,0.36,0.3788,0.76,0.0,13,31,44,Evening Peak
16443,2012-11-22,Winter,2012,Nov,20,Yes,Thu,No,Clear,0.34,0.3636,0.71,0.0,15,37,52,Off Hours
16444,2012-11-22,Winter,2012,Nov,21,Yes,Thu,No,Clear,0.34,0.3485,0.61,0.0896,7,39,46,Off Hours
16445,2012-11-22,Winter,2012,Nov,22,Yes,Thu,No,Clear,0.32,0.3485,0.61,0.0,8,36,44,Off Hours
16446,2012-11-22,Winter,2012,Nov,23,Yes,Thu,No,Clear,0.3,0.3333,0.7,0.0,8,28,36,Off Hours
16447,2012-11-23,Winter,2012,Nov,0,No,Fri,Yes,Clear,0.28,0.3182,0.65,0.0,0,32,32,Off Hours
16448,2012-11-23,Winter,2012,Nov,1,No,Fri,Yes,Clear,0.28,0.303,0.81,0.0896,2,11,13,Off Hours
16449,2012-11-23,Winter,2012,Nov,2,No,Fri,Yes,Clear,0.26,0.2879,0.75,0.0896,1,4,5,Off Hours
16450,2012-11-23,Winter,2012,Nov,3,No,Fri,Yes,Clear,0.26,0.303,0.7,0.0,1,0,1,Off Hours
16451,2012-11-23,Winter,2012,Nov,4,No,Fri,Yes,Clear,0.24,0.2576,0.75,0.1045,1,3,4,Off Hours
16452,2012-11-23,Winter,2012,Nov,5,No,Fri,Yes,Clear,0.24,0.2879,0.81,0.0,0,10,10,Off Hours
16453,2012-11-23,Winter,2012,Nov,6,No,Fri,Yes,Clear,0.24,0.2879,0.81,0.0,0,20,20,Morning Peak
16454,2012-11-23,Winter,2012,Nov,7,No,Fri,Yes,Clear,0.24,0.2879,0.81,0.0,5,72,77,Morning Peak
16455,2012-11-23,Winter,2012,Nov,8,No,Fri,Yes,Clear,0.24,0.2576,0.87,0.0896,11,83,94,Morning Peak
16456,2012-11-23,Winter,2012,Nov,9,No,Fri,Yes,Clear,0.28,0.2879,0.75,0.1045,32,80,112,Morning Peak
16457,2012-11-23,Winter,2012,Nov,10,No,Fri,Yes,Clear,0.34,0.3333,0.61,0.1642,87,114,201,Afternoon
16458,2012-11-23,Winter,2012,Nov,11,No,Fri,Yes,Clear,0.4,0.4091,0.5,0.194,121,130,251,Afternoon
16459,2012-11-23,Winter,2012,Nov,12,No,Fri,Yes,Clear,0.44,0.4394,0.38,0.2537,186,193,379,Afternoon
16460,2012-11-23,Winter,2012,Nov,13,No,Fri,Yes,Clear,0.46,0.4545,0.38,0.2836,224,200,424,Afternoon
16461,2012-11-23,Winter,2012,Nov,14,No,Fri,Yes,Clear,0.5,0.4848,0.36,0.2537,240,195,435,Afternoon
16462,2012-11-23,Winter,2012,Nov,15,No,Fri,Yes,Clear,0.48,0.4697,0.41,0.2537,233,214,447,Afternoon
16463,2012-11-23,Winter,2012,Nov,16,No,Fri,Yes,Mist/Cloudy,0.48,0.4697,0.41,0.1045,158,199,357,Evening Peak
